id,campaign_name,channel,date,month,spend,impressions,clicks,leads,mqls,sqls,opportunities,proposals,contracts,revenue,customer_segment,industry,geography,service_category,campaign_type,campaign_objective,deal_value,sales_cycle_days
TCS-CMP-01177,Global Horizon - Cloud,Industry Display & Media,2026-01-20,2026-01,16205,82012,918,30,12,3,1,1,0,0,Emerging Tier / High-CAC,Manufacturing & Auto,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,933696,94
TCS-CMP-01178,GenAI Catalyst - Retail,LinkedIn Enterprise,2025-10-21,2025-10,19050,43549,1016,112,65,39,24,19,7,24005247,Nurture / Mid-Market,Retail & CPG,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,3429321,120
TCS-CMP-01179,Cognitive Ops 2.0 - Cyber,Industry Display & Media,2026-03-24,2026-03,34293,164622,1621,49,19,5,2,1,0,0,Enterprise High-Value,Retail & CPG,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,5856142,72
TCS-CMP-01180,Cognitive Ops 2.0 - BFSI,Industry Display & Media,2026-08-02,2026-08,23976,193580,1596,64,25,6,2,1,0,0,Strategic Growth Accounts,Energy & Utilities,North America,BFSI Core Modernization,Digital Inbound,Executive Engagement,2812158,49
TCS-CMP-01181,Life Sciences DataHub - Healthcare,Executive Events & Roundtables,2026-04-08,2026-04,102117,115466,1588,205,167,65,32,20,5,81422340,Enterprise High-Value,Banking & Capital Markets,Europe & UK,Healthcare & Life Sciences Digital Labs,Experiential,Brand Authority & MQLs,16284468,97
TCS-CMP-01182,CyberShield 360 - Cloud,LinkedIn Enterprise,2026-02-03,2026-02,58503,93565,2593,244,178,89,60,45,16,110465872,Strategic Growth Accounts,Energy & Utilities,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Pipeline Generation,6904117,50
TCS-CMP-01183,Life Sciences DataHub - Cognitive,Tech Analyst Webinars,2026-04-08,2026-04,36667,65276,1170,71,41,18,8,5,2,6678734,Strategic Growth Accounts,Energy & Utilities,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,3339367,58
TCS-CMP-01184,Sustainable Tech Suite - Cognitive,Executive Events & Roundtables,2026-05-26,2026-05,125230,101976,1271,121,77,22,9,5,1,5835987,Nurture / Mid-Market,Healthcare & Life Sciences,India & Middle East,Cognitive AI & Enterprise Automation,Experiential,Strategic Account Penetration,5835987,126
TCS-CMP-01185,GenAI Catalyst - Cyber,Tech Analyst Webinars,2026-06-06,2026-06,25473,34505,836,44,27,13,6,4,1,5495514,Enterprise High-Value,Energy & Utilities,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,5495514,164
TCS-CMP-01186,Global Horizon - Retail,LinkedIn Enterprise,2026-09-08,2026-09,20518,27923,831,92,51,27,15,10,3,7524171,Emerging Tier / High-CAC,Retail & CPG,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Strategic Account Penetration,2508057,97
TCS-CMP-01187,GenAI Catalyst - Healthcare,Google Search,2026-07-17,2026-07,64764,108114,3753,318,187,84,53,41,13,33522671,Nurture / Mid-Market,Retail & CPG,North America,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,2578667,110
TCS-CMP-01188,Life Sciences DataHub - Cognitive,Tech Analyst Webinars,2026-08-16,2026-08,31723,46145,1214,86,43,15,9,6,2,11530646,Enterprise High-Value,Manufacturing & Auto,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,5765323,197
TCS-CMP-01189,CyberShield 360 - Cyber,Executive Events & Roundtables,2026-06-20,2026-06,75404,68378,905,109,67,26,10,6,1,9220039,Strategic Growth Accounts,Manufacturing & Auto,India & Middle East,Cyber Defense & Risk Governance,Experiential,Brand Authority & MQLs,9220039,134
TCS-CMP-01190,Life Sciences DataHub - Healthcare,Tech Analyst Webinars,2026-06-08,2026-06,29956,51204,1021,80,47,16,8,4,1,3756911,Strategic Growth Accounts,Telecom & Media,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Pipeline Generation,3756911,140
TCS-CMP-01191,OmniCommerce Edge - Retail,Executive Events & Roundtables,2026-04-03,2026-04,47717,36229,617,91,57,21,9,5,2,19663986,Strategic Growth Accounts,Banking & Capital Markets,Nordics & Benelux,Retail Omnichannel & Supply Chain,Experiential,Brand Authority & MQLs,9831993,140
TCS-CMP-01192,Life Sciences DataHub - BFSI,Executive Events & Roundtables,2025-10-20,2025-10,99041,83330,1524,203,130,38,17,10,2,13907896,Nurture / Mid-Market,Banking & Capital Markets,North America,BFSI Core Modernization,Experiential,Pipeline Generation,6953948,120
TCS-CMP-01193,Life Sciences DataHub - Cyber,Tech Analyst Webinars,2026-02-05,2026-02,33445,44838,852,43,19,9,4,2,1,3906444,Strategic Growth Accounts,Banking & Capital Markets,North America,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,3906444,85
TCS-CMP-01194,NextGen CX - BFSI,Google Search,2026-09-20,2026-09,60439,111810,5148,458,256,116,75,50,11,66580800,Enterprise High-Value,Banking & Capital Markets,North America,BFSI Core Modernization,Digital Inbound,Pipeline Generation,6052800,156
TCS-CMP-01195,OmniCommerce Edge - Healthcare,Tech Analyst Webinars,2026-05-21,2026-05,26267,51468,1189,93,46,21,10,7,2,7184660,Strategic Growth Accounts,Retail & CPG,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Digital Inbound,Pipeline Generation,3592330,69
TCS-CMP-01196,Sustainable Tech Suite - Cognitive,LinkedIn Enterprise,2026-05-16,2026-05,19212,41915,1321,106,71,35,19,15,6,35222040,Strategic Growth Accounts,Banking & Capital Markets,India & Middle East,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,5870340,121
TCS-CMP-01197,Life Sciences DataHub - Healthcare,Industry Display & Media,2026-02-16,2026-02,23172,145387,1260,43,15,4,2,1,0,0,Strategic Growth Accounts,Telecom & Media,Europe & UK,Healthcare & Life Sciences Digital Labs,Digital Inbound,Pipeline Generation,3341629,62
TCS-CMP-01198,SAP S/4 Hana Accelerated - Healthcare,Account-Based Email,2026-01-24,2026-01,16368,43090,1632,124,88,40,24,18,6,21555264,Nurture / Mid-Market,Manufacturing & Auto,APAC & Australia,Healthcare & Life Sciences Digital Labs,Outbound ABM,Strategic Account Penetration,3592544,139
TCS-CMP-01199,OmniCommerce Edge - Healthcare,Tech Analyst Webinars,2025-10-12,2025-10,18825,38541,977,70,36,16,7,4,2,7990240,Strategic Growth Accounts,Retail & CPG,India & Middle East,Healthcare & Life Sciences Digital Labs,Digital Inbound,Strategic Account Penetration,3995120,66
TCS-CMP-01200,BFSI Resiliency - Cloud,Account-Based Email,2026-01-28,2026-01,13442,26790,1290,129,75,47,34,27,9,29873889,Nurture / Mid-Market,Telecom & Media,APAC & Australia,Cloud & Infrastructure Transformation,Outbound ABM,Pipeline Generation,3319321,92
TCS-CMP-01201,Cognitive Ops 2.0 - Cyber,Google Search,2026-07-12,2026-07,33854,49964,2269,154,83,30,20,12,5,38352020,Enterprise High-Value,Manufacturing & Auto,India & Middle East,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,7670404,112
TCS-CMP-01202,Q1 Cloud Scale - Cyber,Google Search,2026-06-22,2026-06,49220,145804,5649,433,201,106,52,38,16,26992992,Emerging Tier / High-CAC,Energy & Utilities,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,1687062,133
TCS-CMP-01203,Life Sciences DataHub - Healthcare,Account-Based Email,2025-11-28,2025-11,18262,30065,1325,115,89,49,37,24,9,78345792,Enterprise High-Value,Manufacturing & Auto,North America,Healthcare & Life Sciences Digital Labs,Outbound ABM,Executive Engagement,8705088,74
TCS-CMP-01204,Zero Trust Enterprise - Retail,Tech Analyst Webinars,2026-03-08,2026-03,26236,40650,834,61,31,12,7,5,1,1118522,Emerging Tier / High-CAC,Healthcare & Life Sciences,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Pipeline Generation,1118522,61
TCS-CMP-01205,Cognitive Ops 2.0 - Cloud,Account-Based Email,2026-03-16,2026-03,27262,44160,2173,147,103,49,32,22,11,21361076,Emerging Tier / High-CAC,Healthcare & Life Sciences,Nordics & Benelux,Cloud & Infrastructure Transformation,Outbound ABM,Executive Engagement,1941916,113
TCS-CMP-01206,SAP S/4 Hana Accelerated - Retail,Tech Analyst Webinars,2026-09-03,2026-09,29558,63078,1170,67,40,19,11,7,2,8565634,Strategic Growth Accounts,Healthcare & Life Sciences,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Pipeline Generation,4282817,124
TCS-CMP-01207,GenAI Catalyst - Retail,Tech Analyst Webinars,2025-10-23,2025-10,39649,53596,1442,71,33,11,6,4,1,2061037,Nurture / Mid-Market,Manufacturing & Auto,APAC & Australia,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,2061037,135
TCS-CMP-01208,NextGen CX - Cognitive,LinkedIn Enterprise,2026-02-04,2026-02,46668,68526,2202,223,117,71,47,28,10,35946750,Nurture / Mid-Market,Banking & Capital Markets,India & Middle East,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,3594675,76
TCS-CMP-01209,SAP S/4 Hana Accelerated - BFSI,Executive Events & Roundtables,2025-12-26,2025-12,55659,40382,566,53,44,14,7,3,1,17194390,Enterprise High-Value,Telecom & Media,North America,BFSI Core Modernization,Experiential,Executive Engagement,17194390,190
TCS-CMP-01210,Cognitive Ops 2.0 - Cognitive,Google Search,2026-09-20,2026-09,61837,111518,3905,363,169,67,44,32,10,38429940,Strategic Growth Accounts,Telecom & Media,India & Middle East,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,3842994,70
TCS-CMP-01211,Cognitive Ops 2.0 - Healthcare,Google Search,2026-09-15,2026-09,58832,184628,7221,426,259,128,81,60,17,26176413,Emerging Tier / High-CAC,Manufacturing & Auto,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Strategic Account Penetration,1539789,77
TCS-CMP-01212,Cognitive Ops 2.0 - Cloud,LinkedIn Enterprise,2025-12-10,2025-12,46974,148965,4264,453,319,190,115,82,37,79839636,Emerging Tier / High-CAC,Telecom & Media,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,2157828,133
TCS-CMP-01213,NextGen CX - BFSI,Executive Events & Roundtables,2026-02-24,2026-02,62738,42041,550,82,55,17,7,4,1,14419276,Enterprise High-Value,Energy & Utilities,North America,BFSI Core Modernization,Experiential,Executive Engagement,14419276,160
TCS-CMP-01214,Zero Trust Enterprise - Cyber,Google Search,2025-11-16,2025-11,30154,77121,2943,269,126,66,31,22,7,15386539,Nurture / Mid-Market,Telecom & Media,India & Middle East,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,2198077,97
TCS-CMP-01215,Sustainable Tech Suite - Cognitive,Executive Events & Roundtables,2025-12-06,2025-12,103968,79596,1347,142,87,33,13,8,2,32310944,Enterprise High-Value,Retail & CPG,Nordics & Benelux,Cognitive AI & Enterprise Automation,Experiential,Strategic Account Penetration,16155472,155
TCS-CMP-01216,Q1 Cloud Scale - Cyber,LinkedIn Enterprise,2026-03-07,2026-03,29296,60475,1515,107,78,47,25,17,6,13011552,Emerging Tier / High-CAC,Energy & Utilities,North America,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,2168592,52
TCS-CMP-01217,Zero Trust Enterprise - BFSI,Google Search,2026-03-01,2026-03,60181,119476,4896,359,183,81,46,36,14,42292152,Nurture / Mid-Market,Energy & Utilities,North America,BFSI Core Modernization,Digital Inbound,Pipeline Generation,3020868,94
TCS-CMP-01218,Sustainable Tech Suite - Healthcare,Google Search,2026-03-18,2026-03,48284,112995,4594,366,222,86,57,36,13,28547220,Nurture / Mid-Market,Manufacturing & Auto,APAC & Australia,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,2195940,58
TCS-CMP-01219,GenAI Catalyst - Cognitive,LinkedIn Enterprise,2026-09-18,2026-09,18406,48555,1172,114,62,33,18,15,5,49846345,Enterprise High-Value,Manufacturing & Auto,Europe & UK,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,9969269,71
TCS-CMP-01220,Global Horizon - BFSI,Tech Analyst Webinars,2025-12-23,2025-12,16308,35888,832,53,23,8,3,2,1,2540473,Nurture / Mid-Market,Energy & Utilities,APAC & Australia,BFSI Core Modernization,Digital Inbound,Strategic Account Penetration,2540473,101
TCS-CMP-01221,Global Horizon - Cyber,Account-Based Email,2026-01-07,2026-01,27830,90863,3565,301,183,90,63,56,20,39484520,Emerging Tier / High-CAC,Banking & Capital Markets,North America,Cyber Defense & Risk Governance,Outbound ABM,Executive Engagement,1974226,79
TCS-CMP-01222,GenAI Catalyst - Healthcare,Industry Display & Media,2026-04-08,2026-04,20904,113660,982,29,14,4,2,1,0,0,Strategic Growth Accounts,Energy & Utilities,India & Middle East,Healthcare & Life Sciences Digital Labs,Digital Inbound,Brand Authority & MQLs,3426053,113
TCS-CMP-01223,SAP S/4 Hana Accelerated - Retail,Google Search,2026-03-07,2026-03,22357,66983,2827,171,116,47,24,18,6,42283962,Enterprise High-Value,Healthcare & Life Sciences,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,7047327,94
TCS-CMP-01224,SAP S/4 Hana Accelerated - Cognitive,Executive Events & Roundtables,2026-01-10,2026-01,117888,67131,1177,138,94,38,19,10,3,28091724,Strategic Growth Accounts,Banking & Capital Markets,India & Middle East,Cognitive AI & Enterprise Automation,Experiential,Pipeline Generation,9363908,72
TCS-CMP-01225,BFSI Resiliency - Cyber,Tech Analyst Webinars,2025-12-02,2025-12,33647,76453,1814,90,41,16,7,4,2,2248928,Emerging Tier / High-CAC,Healthcare & Life Sciences,North America,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,1124464,49
TCS-CMP-01226,Life Sciences DataHub - Healthcare,Google Search,2025-11-24,2025-11,60543,109590,4648,425,272,133,74,49,12,46988772,Strategic Growth Accounts,Energy & Utilities,North America,Healthcare & Life Sciences Digital Labs,Digital Inbound,Executive Engagement,3915731,121
TCS-CMP-01227,Life Sciences DataHub - Cyber,Industry Display & Media,2025-12-10,2025-12,33323,248902,2099,58,25,7,3,2,0,0,Strategic Growth Accounts,Healthcare & Life Sciences,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,3342335,102
TCS-CMP-01228,Zero Trust Enterprise - Cognitive,Google Search,2026-09-27,2026-09,24943,38525,1711,112,72,31,18,11,4,6143524,Emerging Tier / High-CAC,Telecom & Media,APAC & Australia,Cognitive AI & Enterprise Automation,Digital Inbound,Executive Engagement,1535881,136
TCS-CMP-01229,NextGen CX - Retail,Tech Analyst Webinars,2026-03-10,2026-03,25211,72867,1649,115,52,25,15,10,3,9881883,Strategic Growth Accounts,Energy & Utilities,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Pipeline Generation,3293961,108
TCS-CMP-01230,NextGen CX - Cyber,Executive Events & Roundtables,2026-07-26,2026-07,83526,67510,943,85,56,16,7,4,1,6866870,Nurture / Mid-Market,Banking & Capital Markets,Nordics & Benelux,Cyber Defense & Risk Governance,Experiential,Pipeline Generation,6866870,89
TCS-CMP-01231,GenAI Catalyst - BFSI,Executive Events & Roundtables,2026-03-06,2026-03,59028,42850,696,94,75,22,10,6,2,16768986,Strategic Growth Accounts,Energy & Utilities,Europe & UK,BFSI Core Modernization,Experiential,Brand Authority & MQLs,8384493,100
TCS-CMP-01232,Sustainable Tech Suite - Cyber,LinkedIn Enterprise,2026-05-13,2026-05,44614,80288,1948,179,139,68,36,22,10,108903750,Enterprise High-Value,Healthcare & Life Sciences,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,10890375,99
TCS-CMP-01233,Life Sciences DataHub - Cyber,Executive Events & Roundtables,2025-11-11,2025-11,63881,62241,948,134,81,25,10,5,2,13287926,Nurture / Mid-Market,Manufacturing & Auto,North America,Cyber Defense & Risk Governance,Experiential,Pipeline Generation,6643963,129
TCS-CMP-01234,NextGen CX - Cognitive,LinkedIn Enterprise,2026-09-25,2026-09,32389,51285,1353,151,114,52,35,23,6,37780188,Strategic Growth Accounts,Manufacturing & Auto,Europe & UK,Cognitive AI & Enterprise Automation,Digital Inbound,Executive Engagement,6296698,89
TCS-CMP-01235,CyberShield 360 - Retail,Executive Events & Roundtables,2026-07-12,2026-07,75870,66284,959,128,90,26,10,6,1,3326989,Emerging Tier / High-CAC,Energy & Utilities,Nordics & Benelux,Retail Omnichannel & Supply Chain,Experiential,Pipeline Generation,3326989,109
TCS-CMP-01236,Life Sciences DataHub - Cognitive,Tech Analyst Webinars,2025-11-22,2025-11,30742,57834,1106,56,28,11,6,4,1,1376472,Emerging Tier / High-CAC,Banking & Capital Markets,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Brand Authority & MQLs,1376472,91
TCS-CMP-01237,Cognitive Ops 2.0 - Cloud,LinkedIn Enterprise,2026-08-25,2026-08,27029,52854,1442,111,70,31,19,16,7,70831040,Enterprise High-Value,Telecom & Media,India & Middle East,Cloud & Infrastructure Transformation,Digital Inbound,Brand Authority & MQLs,10118720,139
TCS-CMP-01238,Global Horizon - Cognitive,Account-Based Email,2026-07-17,2026-07,21885,31523,1622,168,119,74,46,29,16,47196208,Nurture / Mid-Market,Banking & Capital Markets,Europe & UK,Cognitive AI & Enterprise Automation,Outbound ABM,Strategic Account Penetration,2949763,87
TCS-CMP-01239,OmniCommerce Edge - Cognitive,Account-Based Email,2025-11-21,2025-11,22371,33530,1636,166,111,63,42,36,16,29124368,Emerging Tier / High-CAC,Energy & Utilities,India & Middle East,Cognitive AI & Enterprise Automation,Outbound ABM,Strategic Account Penetration,1820273,110
TCS-CMP-01240,Sustainable Tech Suite - BFSI,Google Search,2026-04-24,2026-04,22925,60717,2182,152,93,45,24,16,7,10325854,Emerging Tier / High-CAC,Retail & CPG,Nordics & Benelux,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,1475122,128
TCS-CMP-01241,SAP S/4 Hana Accelerated - Retail,Google Search,2026-01-05,2026-01,25981,51270,1985,161,83,43,25,14,6,14832330,Nurture / Mid-Market,Healthcare & Life Sciences,North America,Retail Omnichannel & Supply Chain,Digital Inbound,Pipeline Generation,2472055,100
TCS-CMP-01242,Q1 Cloud Scale - Cyber,Tech Analyst Webinars,2026-06-19,2026-06,18459,31016,597,42,19,7,3,2,1,2353192,Nurture / Mid-Market,Healthcare & Life Sciences,Europe & UK,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,2353192,111
TCS-CMP-01243,NextGen CX - BFSI,Tech Analyst Webinars,2025-10-25,2025-10,28642,39335,997,66,40,14,7,5,1,1358659,Emerging Tier / High-CAC,Banking & Capital Markets,APAC & Australia,BFSI Core Modernization,Digital Inbound,Pipeline Generation,1358659,109
TCS-CMP-01244,GenAI Catalyst - Cyber,Account-Based Email,2026-06-25,2026-06,19634,30415,1310,133,78,40,22,19,10,19420760,Emerging Tier / High-CAC,Energy & Utilities,North America,Cyber Defense & Risk Governance,Outbound ABM,Executive Engagement,1942076,49
TCS-CMP-01245,NextGen CX - Cognitive,Industry Display & Media,2026-03-15,2026-03,45953,255422,2259,75,35,10,5,2,0,0,Strategic Growth Accounts,Telecom & Media,India & Middle East,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,3222964,47
TCS-CMP-01246,OmniCommerce Edge - Cognitive,Google Search,2026-07-25,2026-07,25792,62285,2473,177,105,43,25,16,4,23155148,Enterprise High-Value,Telecom & Media,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,5788787,169
TCS-CMP-01247,CyberShield 360 - Cognitive,Google Search,2026-05-24,2026-05,69447,225052,7649,432,269,122,79,46,15,25750095,Emerging Tier / High-CAC,Retail & CPG,India & Middle East,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,1716673,81
TCS-CMP-01248,OmniCommerce Edge - Retail,Industry Display & Media,2026-06-24,2026-06,29351,254978,2363,84,39,11,4,2,0,0,Emerging Tier / High-CAC,Manufacturing & Auto,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,1071687,51
TCS-CMP-01249,OmniCommerce Edge - Cyber,Industry Display & Media,2026-02-26,2026-02,28908,165172,1769,56,26,6,2,1,0,0,Strategic Growth Accounts,Telecom & Media,North America,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,3241916,115
TCS-CMP-01250,NextGen CX - Retail,LinkedIn Enterprise,2026-04-21,2026-04,26000,51144,1218,113,59,28,17,12,5,57192405,Enterprise High-Value,Manufacturing & Auto,Europe & UK,Retail Omnichannel & Supply Chain,Digital Inbound,Executive Engagement,11438481,150
TCS-CMP-01251,Q1 Cloud Scale - Cyber,Tech Analyst Webinars,2026-03-14,2026-03,41559,60791,1462,110,55,19,10,6,2,2309676,Emerging Tier / High-CAC,Telecom & Media,North America,Cyber Defense & Risk Governance,Digital Inbound,Executive Engagement,1154838,111
TCS-CMP-01252,Life Sciences DataHub - Cognitive,LinkedIn Enterprise,2025-12-28,2025-12,20079,41881,1152,120,77,43,28,22,7,13368152,Emerging Tier / High-CAC,Banking & Capital Markets,Nordics & Benelux,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,1909736,116
TCS-CMP-01253,BFSI Resiliency - Cognitive,Account-Based Email,2026-01-08,2026-01,19608,35044,1230,129,77,44,33,23,12,67270260,Strategic Growth Accounts,Telecom & Media,North America,Cognitive AI & Enterprise Automation,Outbound ABM,Executive Engagement,5605855,122
TCS-CMP-01254,Sustainable Tech Suite - Cognitive,LinkedIn Enterprise,2026-09-28,2026-09,44939,71403,1838,199,154,92,53,35,12,43708404,Nurture / Mid-Market,Energy & Utilities,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Pipeline Generation,3642367,112
TCS-CMP-01255,Life Sciences DataHub - Cloud,Tech Analyst Webinars,2026-06-26,2026-06,33711,79509,1660,99,59,25,13,8,2,11148336,Enterprise High-Value,Healthcare & Life Sciences,Nordics & Benelux,Cloud & Infrastructure Transformation,Digital Inbound,Executive Engagement,5574168,77
TCS-CMP-01256,Life Sciences DataHub - Healthcare,Executive Events & Roundtables,2026-01-21,2026-01,116710,87583,1270,130,73,26,12,7,3,8692296,Emerging Tier / High-CAC,Healthcare & Life Sciences,APAC & Australia,Healthcare & Life Sciences Digital Labs,Experiential,Brand Authority & MQLs,2897432,111
TCS-CMP-01257,SAP S/4 Hana Accelerated - BFSI,LinkedIn Enterprise,2026-01-22,2026-01,20780,42552,1015,91,60,37,22,17,6,25182702,Nurture / Mid-Market,Retail & CPG,India & Middle East,BFSI Core Modernization,Digital Inbound,Executive Engagement,4197117,93
TCS-CMP-01258,Zero Trust Enterprise - Retail,Google Search,2025-11-05,2025-11,43276,60077,2782,162,97,40,22,15,4,6309052,Emerging Tier / High-CAC,Retail & CPG,APAC & Australia,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,1577263,118
TCS-CMP-01259,Life Sciences DataHub - BFSI,LinkedIn Enterprise,2026-04-04,2026-04,43530,81330,1867,161,100,58,36,28,12,23893332,Emerging Tier / High-CAC,Telecom & Media,APAC & Australia,BFSI Core Modernization,Digital Inbound,Brand Authority & MQLs,1991111,131
TCS-CMP-01260,BFSI Resiliency - Cognitive,Account-Based Email,2026-03-12,2026-03,16487,42541,2115,224,180,103,61,52,28,62408052,Emerging Tier / High-CAC,Telecom & Media,India & Middle East,Cognitive AI & Enterprise Automation,Outbound ABM,Pipeline Generation,2228859,127
TCS-CMP-01261,OmniCommerce Edge - Cyber,Industry Display & Media,2026-09-18,2026-09,46164,199744,2017,78,29,9,3,1,0,0,Enterprise High-Value,Retail & CPG,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,5387110,131
TCS-CMP-01262,Cognitive Ops 2.0 - Cognitive,Tech Analyst Webinars,2025-12-20,2025-12,24177,59766,1412,104,45,20,11,6,2,2678440,Emerging Tier / High-CAC,Telecom & Media,India & Middle East,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,1339220,129
TCS-CMP-01263,Sustainable Tech Suite - Cognitive,Industry Display & Media,2026-09-07,2026-09,22511,158480,1333,40,18,5,2,1,0,0,Nurture / Mid-Market,Retail & CPG,India & Middle East,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,1695904,51
TCS-CMP-01264,Q1 Cloud Scale - Healthcare,Account-Based Email,2026-05-12,2026-05,16927,36897,1907,156,107,61,47,33,10,47751610,Strategic Growth Accounts,Energy & Utilities,Nordics & Benelux,Healthcare & Life Sciences Digital Labs,Outbound ABM,Pipeline Generation,4775161,70
TCS-CMP-01265,Q1 Cloud Scale - Retail,Industry Display & Media,2026-04-24,2026-04,43013,326321,2912,99,50,14,5,2,1,2281585,Nurture / Mid-Market,Manufacturing & Auto,North America,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,2281585,75
TCS-CMP-01266,GenAI Catalyst - Cyber,Google Search,2026-03-17,2026-03,58906,105260,3283,289,143,52,27,19,5,30050690,Enterprise High-Value,Banking & Capital Markets,APAC & Australia,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,6010138,130
TCS-CMP-01267,OmniCommerce Edge - Cyber,LinkedIn Enterprise,2026-08-12,2026-08,51666,106861,2527,221,126,69,44,32,9,80702487,Enterprise High-Value,Manufacturing & Auto,India & Middle East,Cyber Defense & Risk Governance,Digital Inbound,Strategic Account Penetration,8966943,168
TCS-CMP-01268,Global Horizon - BFSI,LinkedIn Enterprise,2026-07-16,2026-07,23972,67359,1873,209,150,89,51,43,17,164796317,Enterprise High-Value,Energy & Utilities,APAC & Australia,BFSI Core Modernization,Digital Inbound,Pipeline Generation,9693901,163
TCS-CMP-01269,Life Sciences DataHub - Retail,Google Search,2025-12-18,2025-12,60511,83517,2605,230,133,52,26,16,5,13599400,Nurture / Mid-Market,Telecom & Media,Nordics & Benelux,Retail Omnichannel & Supply Chain,Digital Inbound,Brand Authority & MQLs,2719880,133
TCS-CMP-01270,Zero Trust Enterprise - Cognitive,Tech Analyst Webinars,2026-05-01,2026-05,18406,47893,1281,99,50,24,13,8,2,7018586,Strategic Growth Accounts,Healthcare & Life Sciences,North America,Cognitive AI & Enterprise Automation,Digital Inbound,Strategic Account Penetration,3509293,75
TCS-CMP-01271,NextGen CX - Cyber,Tech Analyst Webinars,2025-12-07,2025-12,20545,48306,977,64,32,11,6,4,1,3908256,Strategic Growth Accounts,Healthcare & Life Sciences,India & Middle East,Cyber Defense & Risk Governance,Digital Inbound,Brand Authority & MQLs,3908256,134
TCS-CMP-01272,Q1 Cloud Scale - Cloud,Account-Based Email,2026-05-05,2026-05,23569,58934,2419,256,209,118,90,56,21,78527841,Nurture / Mid-Market,Banking & Capital Markets,North America,Cloud & Infrastructure Transformation,Outbound ABM,Strategic Account Penetration,3739421,108
TCS-CMP-01273,Cognitive Ops 2.0 - Cyber,LinkedIn Enterprise,2026-05-02,2026-05,56853,138166,3144,326,182,80,51,32,11,65381657,Strategic Growth Accounts,Energy & Utilities,Nordics & Benelux,Cyber Defense & Risk Governance,Digital Inbound,Pipeline Generation,5943787,107
TCS-CMP-01274,Cognitive Ops 2.0 - Retail,Account-Based Email,2026-08-21,2026-08,9353,18840,887,89,56,25,16,11,3,18504945,Strategic Growth Accounts,Retail & CPG,APAC & Australia,Retail Omnichannel & Supply Chain,Outbound ABM,Executive Engagement,6168315,78
